No,Institution_name,Item_desp,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num
8157,Mpumalanga - Health,Other,AMANYANDZENI,Catering,"5,899.50",1,Other UOM,23/09/2020,"R5,899.50",10/9/2020,"R5,900",5900,5899.5
8158,Public Works,Other,Every Flush,Hiring of  2 x 10 berth mobile showers,"70,000.00",2,Each,23/09/2020,"R161,000.00",12/10/2020,"R161,000",161000,161000
8159,Public Works,Other,Every Flush,Hiring of  mobile toilets & sanitary bins,"45,425.00",20 toilets & 10 sanitary bins,Other UOM,23/09/2020,"R45,425.00",12/10/2020,"R45,425",45425,45425
8160,Public Works,Other,Greystone t/a Pronto Kleen,"Removal, disposal & replacement of medical disposal boxes","13,440.00",4,Other UOM,23/09/2020,"R13,440.00",,R0,0,13440
8161,Unemployment Insurance Fund,Other,Motswako Media Group,Broadcasting,"738,300.00",1,Each,23/09/2020,"R738,300.00",23/09/2020,"R738,300",738300,738300
8162,Western Cape - Health,Other,CILLTEC HYGIENE AND PEST CONTROL,gardening Service,"9,545.00",1,0,23/09/2020,"R9,545.00",3/12/2021,"R9,545",9545,9545
8163,Western Cape - Health,Other,CILLTEC HYGIENE AND PEST CONTROL,gardening Service,"9,545.00",1,EA,23/09/2020,"R9,545.00",13/01/2021,"R9,545",9545,9545
8164,Western Cape - Health,Other,CILLTEC HYGIENE AND PEST CONTROL,Gardeninig Service,"9,545.00",1,0,23/09/2020,R0.00,16/04/2021,"R9,545",9545,0
8165,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,Service,930.72,1,0,23/09/2020,R930.72,23/12/2020,R931,931,930.72
8166,Western Cape - Health,Other,TRIGON TRAVEL,Service,"24,150.00",2,EA,23/09/2020,"R48,300.00",14/10/2020,"R48,300",48300,48300
8203,Western Cape - Education,PPE021 Sanitising of buildings,LEOVSA,CLEANING,950,1,Each,23/09/2020,R950.00,21/10/2020,R950,950,950
8209,Gauteng - Health,Screen bedside wheeled type C 1680mm,Hospital Equipment Manufacturers,0,"2,772.24",2,EA,23/09/2020,"R5,544.48",,R0,0,5544.48
8210,Gauteng - Health,Ventilator paed & adult Servo-Air,Maquet Southern Africa,0,"251,611.95",3,EA,23/09/2020,"R754,835.85",,R0,0,754835.85
8211,Gauteng - Health,"Ventilators-ICU neonatal,paediatri adult",SSEM Mthembu Medical,0,"398,326.12",2,EA,23/09/2020,"R796,652.24",,R0,0,796652.24
8214,Western Cape - Health,Human resources-services,IMMPLOY RECRUITMENT AGENCY,0,"2,460.68",1,0,23/08/2021,"R2,460.68",30/09/2021,"R2,461",2461,2460.68
8215,Western Cape - Health,Human resources-services,IMMPLOY RECRUITMENT AGENCY,0,"6,151.70",1,0,23/08/2021,"R6,151.70",31/08/2021,"R6,152",6152,6151.7
8216,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"3,362.13",8,0,23/08/2021,"R26,897.02",27/08/2021,"R26,897",26897,26897.02
8218,Mpumalanga - Health,Other,BHUZENGE (PTY)LTD,A4 paper,300,1493,0,23/08/2021,"R447,900.00",20/09/2021,"R447,900",447900,447900
8219,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"4,960.00",8,0,23/08/2021,"R47,664.00",20/09/2021,"R39,680",39680,47664
8220,Mpumalanga - Health,Other,LWS TRADING,Natural still water,15,16992,500ml,23/08/2021,"R254,880.00",9/10/2021,"R254,880",254880,254880
8221,Mpumalanga - Health,Other,ZAP TRAVEL,T&S: Travel Agency Fee,"1,584.00",1,0,23/08/2021,"R47,664.00",20/09/2021,"R1,584",1584,47664
8222,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:DIS PAPER/PLAST,0,0,0,23/08/2021,"R11,380.92",23/08/2021,"R11,381",11381,11380.92
8223,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS MAT&SUP:HARDWARE,0,0,0,23/08/2021,"R3,169.15",23/08/2021,"R3,169",3169,3169.15
8224,Health,PPE000 Other PPEs,PHARMACARE,PHARMS CREDITORS PAYMENT,0,0,0,23/08/2021,"R31,944.24",27/08/2021,"R31,944",31944,31944.24
8233,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,160,0,23/08/2021,"R144,710.40",26/08/2021,"R144,710",144710,144710.4
8234,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,404,0,23/08/2021,"R365,393.76",26/08/2021,"R365,394",365394,365393.76
8235,Western Cape - Health,PPE016 Sterile examination or surgical gloves,MEDTEX,0,904.44,506,0,23/08/2021,"R457,646.64",27/08/2021,"R457,647",457647,457646.64
8245,Western Cape - Education,PPE021 Sanitising of buildings,ITC PEST CONTROL SERVICES AND SOLUTIONS,0,31.89,60.992,per m2,23/08/2021,R0.00,23/09/2021,"R1,945",1945,0
8247,Western Cape - Health,Telecommunication,SUNDRY PAYMENTS,COM:AIRTIME & DATA,0,0,0,23/08/2021,R400.00,23/08/2021,R400,400,400
8261,Western Cape - Health,Other,DOEPA TRADING 36,CLEANING,"19,346.99",1,0,23/07/2021,"R19,346.99",27/07/2021,"R19,347",19347,19346.99
8262,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS MAT&SUP:HARDWARE,0,0,0,23/07/2021,"R7,789.70",23/07/2021,"R7,790",7790,7789.7
8263,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS SUPP:UNI/PROT CLTH&CLOTHES,0,0,0,23/07/2021,R685.50,23/07/2021,R686,686,685.5
8264,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS:FUEL SUPPLIES,0,0,0,23/07/2021,"R5,040.00",23/07/2021,"R5,040",5040,5040
8265,Western Cape - Health,Other,SUNDRY PAYMENTS,EQP<R5000:TELECOM EQUIPMENT,0,0,0,23/07/2021,"R1,000.00",23/07/2021,"R1,000",1000,1000
8266,Western Cape - Health,Other,SUNDRY PAYMENTS,P/P:CLEANING SERVICES,0,0,0,23/07/2021,"R9,633.25",23/07/2021,"R9,633",9633,9633.25
8267,Western Cape - Health,Other,SUNDRY PAYMENTS,P/P:CONTRCTD MAINT PROP,0,0,0,23/07/2021,"R16,284.00",23/07/2021,"R16,284",16284,16284
8268,Western Cape - Health,Other,SUNDRY PAYMENTS,VENUES AND FACILITIES,0,0,0,23/07/2021,R200.00,23/07/2021,R200,200,200
8270,Health,PPE000 Other PPEs,QUALITY MEDICAL SUPPLIES,COVID CREDITORS PAYMENT,0,0,0,23/07/2021,"R2,520,000.00",8/3/2021,"R2,520,000",2520000,2520000
8271,Health,PPE000 Other PPEs,MEDHOLD MEDICAL,SUPPLY AND DELIVERY OF BLOOD GAS CONSUMABLES AS PER VA2,0,0,0,23/07/2021,"R166,881.11",19/08/2021,"R166,881",166881,166881.11
8272,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,BREATHING APPARATUS,160.82,50,0,23/07/2021,"R8,041.00",20/08/2021,"R8,041",8041,8041
8273,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,BREATHING APPARATUS,321.64,60,0,23/07/2021,"R19,298.40",20/08/2021,"R19,298",19298,19298.4
8274,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,BREATHING APPARATUS,160.82,7,0,23/07/2021,"R1,125.74",20/08/2021,"R1,126",1126,1125.74
8275,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"BREATHING APPARATUS , DUAL LIMB SET, INCL Y-PIECE, FLOW SENSOR CALIBRATION ADAPTER, PRESSURE LINE WITH T-PIECE, HAMILTON, P/N HA260180",822.43,20,0,23/07/2021,"R16,448.60",20/08/2021,"R16,449",16449,16448.6
8276,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HAMILTON-C1 VENTILATOR, PN HA282495, NASAL HIGH FLOW CANNULA ADULT/PAED, 4MM",492.94,100,0,23/07/2021,"R49,294.00",20/08/2021,"R49,294",49294,49294
8277,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HAMILTON-C1 VENTILATOR, PN HA282496, NASAL HIGH FLOW CANNULA ADULT/PAED, 5MM",492.94,23,0,23/07/2021,"R11,337.62",27/08/2021,"R11,338",11338,11337.62
8278,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HAMILTON-C1 VENTILATOR, PN HA282496, NASAL HIGH FLOW CANNULA ADULT/PAED, 5MM",492.94,77,0,23/07/2021,"R37,956.38",20/08/2021,"R37,956",37956,37956.38
8279,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HAMILTON-C1 VENTILATOR, PN HA282497, NASAL HIGH FLOW CANNULA ADULT/PAED, 6MM",492.94,19,0,23/07/2021,"R9,365.86",20/08/2021,"R9,366",9366,9365.86
8280,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1320,FLOW 0 - 10LTS NORMAL, SIZE 1 (SMALL)",702.7,10,0,23/07/2021,"R7,027.00",27/08/2021,"R7,027",7027,7027
8281,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1320,FLOW 0 - 10LTS NORMAL, SIZE 1 (SMALL)",702.7,50,0,23/07/2021,"R35,135.00",27/08/2021,"R35,135",35135,35135
8282,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1330,FLOW 0 - 14LTS NORMAL, SIZE 2 (MEDIUM)",702.7,10,0,23/07/2021,"R7,027.00",20/08/2021,"R7,027",7027,7027
8283,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1330,FLOW 0 - 14LTS NORMAL, SIZE 2 (MEDIUM)",702.7,50,0,23/07/2021,"R35,135.00",20/08/2021,"R35,135",35135,35135
8284,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1340,FLOW 0 - 23LTS NORMAL, SIZE 3 (LARGE)",721.92,12,0,23/07/2021,"R8,663.04",20/08/2021,"R8,663",8663,8663.04
8285,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1340,FLOW 0 - 23LTS NORMAL, SIZE 3 (LARGE)",721.28,2,0,23/07/2021,"R1,442.55",27/08/2021,"R1,443",1443,1442.55
8286,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1340,FLOW 0 - 23LTS NORMAL, SIZE 3 (LARGE)",721.92,38,0,23/07/2021,"R27,432.96",27/08/2021,"R27,433",27433,27432.96
8287,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1350,FLOW 0 - 27LTS NORMAL, SIZE 4 (X-LARGE)",721.92,10,0,23/07/2021,"R7,219.20",27/08/2021,"R7,219",7219,7219.2
8288,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1350,FLOW 0 - 27LTS NORMAL, SIZE 4 (X-LARGE)",720.79,4,0,23/07/2021,"R2,883.14",20/08/2021,"R2,883",2883,2883.14
8289,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CANNULA,NASAL,OXYGEN , HIGH FLOW, HAMILTON-C1 VENTILATOR, MD1350,FLOW 0 - 27LTS NORMAL, SIZE 4 (X-LARGE)",721.92,46,0,23/07/2021,"R33,208.32",27/08/2021,"R33,208",33208,33208.32
8290,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"CIRCUIT,FLEXIBLE , DELIVERY, REUSABLE, NCPAP, INCLUDING WATER TRAP AND THEROMETER, EQ TO CODE 1206",395.92,60,0,23/07/2021,"R23,755.20",20/08/2021,"R23,755",23755,23755.2
8291,Western Cape - Health,PPE000 Other PPEs,SUNDRY PAYMENTS,"INV MED:GLOVES,DIS. SUNDRIES",0,0,0,23/07/2021,"R13,500.00",23/07/2021,"R13,500",13500,13500
8292,Western Cape - Health,PPE000 Other PPEs,SUNDRY PAYMENTS,INV MED:SURGICAL/MEDICAL SUPPLS,0,0,0,23/07/2021,"R324,077.48",23/07/2021,"R324,077",324077,324077.48
8293,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VALVE,FLOW CONTROL , EXPIRATORY WITH MEMBRANE, HAMILTON, P/N HA161175","3,082.60",28,0,23/07/2021,"R86,312.80",20/08/2021,"R86,313",86313,86312.8
8294,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VALVE,FLOW CONTROL , EZPIRATORY SET, INFANT/NEONATAL, INCL. COVER AND MEMBRANE, AUTOCLAVABLE, HAMILTON, P/N HA161188","4,273.86",21,0,23/07/2021,"R89,751.06",20/08/2021,"R89,751",89751,89751.06
8295,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VENTILATOR,MEDICAL , HAMILTON-C1 VENTILATOR, PN HA260185.F, NEONATAL DUAL LIMB BREATHING SET","1,862.50",10,0,23/07/2021,"R18,625.00",20/08/2021,"R18,625",18625,18625
8296,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VENTILATOR,MEDICAL , HAMILTON-C1 VENTILATOR, PN HA260185.F, NEONATAL DUAL LIMB BREATHING SET","1,862.50",20,0,23/07/2021,"R37,250.00",20/08/2021,"R37,250",37250,37250
8297,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VENTILATOR,MEDICAL , HAMILTON-C1, PN HA260161, ADULT AND PAED DUAL LIMB BREATHING SET","1,831.90",20,0,23/07/2021,"R36,638.00",27/08/2021,"R36,638",36638,36638
8298,Western Cape - Health,PPE000 Other PPEs,SSEM Mthembu Medical,"VENTILATOR,MEDICAL , HAMILTON-C1, PN HA260161, ADULT AND PAED DUAL LIMB BREATHING SET","1,831.90",9,0,23/07/2021,"R16,487.10",27/08/2021,"R16,487",16487,16487.1
8300,Western Cape - Health,PPE002 Surgical masks for healt care workers,Chemical World,0,219.77,2002,0,23/07/2021,"R439,979.54",8/5/2021,"R439,980",439980,439979.54
8301,Western Cape - Health,PPE002 Surgical masks for healt care workers,SSEM Mthembu Medical,0,184.41,5,0,23/07/2021,R922.05,27/08/2021,R922,922,922.05
8302,Western Cape - Health,PPE002 Surgical masks for healt care workers,SSEM Mthembu Medical,0,184.41,50,0,23/07/2021,"R9,220.50",20/08/2021,"R9,221",9221,9220.5
8303,Western Cape - Health,PPE002 Surgical masks for healt care workers,SSEM Mthembu Medical,0,540.12,60,0,23/07/2021,"R32,407.20",20/08/2021,"R32,407",32407,32407.2
8304,Western Cape - Health,PPE004 Apron,GIBELA TRADE AND INVEST 1001,0,77.5,464,0,23/07/2021,"R35,960.00",8/6/2021,"R35,960",35960,35960
8305,Western Cape - Health,PPE004 Apron,GIBELA TRADE AND INVEST 1001,0,77.5,903,0,23/07/2021,"R69,982.50",20/08/2021,"R69,983",69983,69982.5
8310,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,340,1500,0,23/07/2021,"R510,000.00",25/08/2021,"R510,000",510000,510000
8311,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,170,15000,0,23/07/2021,"R2,550,000.00",13/08/2021,"R2,550,000",2550000,2550000
8312,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,170,1800,0,23/07/2021,"R306,000.00",25/08/2021,"R306,000",306000,306000
8313,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,345,2000,0,23/07/2021,"R690,000.00",8/6/2021,"R690,000",690000,690000
8314,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,170,2500,0,23/07/2021,"R425,000.00",13/08/2021,"R425,000",425000,425000
8315,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,175,2800,0,23/07/2021,"R490,000.00",8/6/2021,"R490,000",490000,490000
8316,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,170,3700,0,23/07/2021,"R629,000.00",13/08/2021,"R629,000",629000,629000
8317,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,340,6000,0,23/07/2021,"R2,040,000.00",8/6/2021,"R2,040,000",2040000,2040000
8318,Western Cape - Health,PPE015 Non-sterile examination gloves,MEDTEX,0,175,7200,0,23/07/2021,"R1,260,000.00",8/6/2021,"R1,260,000",1260000,1260000
8332,Western Cape - Health,Telecommunication,SUNDRY PAYMENTS,0,0,0,0,23/07/2021,R510.00,23/07/2021,R510,510,510
8334,Gauteng - Health,Body bag with window and zip large,Phantom Med,0,45,100,Each,23/07/2020,"R4,500.00",,R0,0,4500
8335,Gauteng - Health,Body bag with window and zip medium,Phantom Med,0,18.5,100,Each,23/07/2020,"R1,850.00",,R0,0,1850
8341,Gauteng - Health,Gown high risk infection control large,JOE DUBE MEDICAL,0,198.89,2500,Each,23/07/2020,"R497,225.00",,R0,0,497225
8342,Gauteng - Health,Gown high risk infection control x-large,NJLAKANIPHO PROJECTS AND TRADING,0,198.9,2500,Each,23/07/2020,"R497,250.00",,R0,0,497250
8343,Gauteng - Health,Gown surgical sterile non-woven xl blue,PLATINUM MEDICAL AND GENERAL HOSPIT,0,92.2,5000,Each,23/07/2020,"R461,000.00",,R0,0,461000
8345,Western Cape - Health,Human resources-services,HEALTH STAFF,0,450.46,18,EA,23/07/2020,"R8,108.27",21/10/2020,"R8,108",8108,8108.27
8346,Eastern Cape Public Works,Infrastructure,Mathew & Sons Construction,Upgrade of Health Facilitiy- Frere Hospital : East London,"1,644,729.12",4,Other UOM,23/07/2020,"R6,578,916.50",9/10/2020,"R4,359,276",4359276,6578916.5
8347,Gauteng - Infrastructure Development,Infrastructure,Lorato Barbara Wesi Trading Enterprise ( Lorbawes),Urgent additional work at ward 23 Covid high care,0,0,Other UOM,23/07/2020,"R937,131.36",,R0,0,937131.36
8348,Gauteng - Infrastructure Development,Infrastructure,Lorato Barbara Wesi Trading Enterprise ( Lorbawes),Urgent additional work at ward 23 Covid high care,0,0,Other UOM,23/07/2020,"R468,565.68",25/02/2021,"R461,001",461001,468565.68
8379,Western Cape - Health,Other,Gloobi Group,3 M 6000 series Masks + 2138 Filters,,320+1200,EA,23/07/2020,"R333,796.00",14/08/2020,"R333,796",333796,333796
8380,Western Cape - Health,Other,ILEX,Cartridge,"14,271.50",2,EA,23/07/2020,"R28,543.00",16/10/2020,"R28,543",28543,28543
8381,Western Cape - Health,Other,Kormisu Distributors,Mop caps,0.85,300000,EA,23/07/2020,"R255,000.00",18/08/2020,"R255,000",255000,255000
8382,Western Cape - Health,Other,ILEX,Printer paper,566.95,2,EA,23/07/2020,"R1,133.90",16/10/2020,"R1,134",1134,1133.9
8383,Western Cape - Health,Other,MEDHOLD MEDICAL,Solution pack,"4,555.62",2,EA,23/07/2020,"R9,111.24",15/10/2020,"R9,111",9111,9111.24
8384,Western Cape - Health,Other,MEDHOLD MEDICAL,Solution pack,"4,555.62",2,EA,23/07/2020,"R9,111.24",19/10/2020,"R9,111",9111,9111.24
8385,Western Cape - Health,Other,ILEX,Syringe,"1,007.40",16,EA,23/07/2020,"R16,118.40",16/10/2020,"R16,118",16118,16118.4
8386,Western Cape - Health,Other,RESQ 911,Transport Service,"1,146.69",18,EA,23/07/2020,"R20,640.42",14/10/2020,"R20,640",20640,20640.42
8387,Western Cape - Health,Other,BAIA FORMOSA TRADING 37,Transport Service,"2,165.54",42,0,23/07/2020,"R90,952.68",19/03/2021,"R90,953",90953,90952.68
8388,Western Cape - Health,Other,RESQ 911,Transport Service,279.06,42,EA,23/07/2020,"R11,720.52",14/10/2020,"R11,721",11721,11720.52
8389,Western Cape - Health,Other,RESQ 911,Transport Service,270.69,88,EA,23/07/2020,"R23,820.73",14/10/2020,"R23,821",23821,23820.73
8390,Western Cape - Health,Other,RESQ 911,Transport Service,"1,082.77",95,EA,23/07/2020,"R102,863.16",14/10/2020,"R102,863",102863,102863.16
8391,Western Cape - Health,Other,MEDHOLD MEDICAL,Tubing nipple kit,202.4,10,EA,23/07/2020,"R2,024.00",10/5/2020,"R2,024",2024,2024
8406,Western Cape - Health,PPE010 Boot covers,Kormisu Distributors,Overshoes,1.66,300000,EA,23/07/2020,"R498,000.00",18/08/2020,"R498,000",498000,498000
8412,Mpumalanga - Health,PPE016 Sterile examination or surgical gloves,JUMLA MEDICAL SUPPLIES,0,247.83,1500,Other UOM,23/07/2020,"R371,737.50",18/08/2020,"R371,738",371738,371737.5
8422,Western Cape - Health,PPE020 Hand sanitisers and disinfectants,B Braun Medical (Pty) Ltd,70% Alcohol,34.5,10000,EA,23/07/2020,"R345,000.00",,"R345,000",345000,345000
8467,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"2,255.00",1,Other UOM,23/06/2021,"R3,051.00",22/07/2021,"R2,255",2255,3051
8468,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"1,647.50",2,Other UOM,23/06/2021,"R4,491.00",22/07/2021,"R3,295",3295,4491
8469,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,ACCOMMODATION,"4,960.00",2,Other UOM,23/06/2021,"R11,916.00",22/07/2021,"R9,920",9920,11916
8470,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"1,045.00",3,Other UOM,23/06/2021,"R4,329.00",22/07/2021,"R3,135",3135,4329
8471,Mpumalanga - Health,Other,VAKASHA TRAVEL,Food & Bever,400,1,Other UOM,23/06/2021,"R3,051.00",22/07/2021,R400,400,3051
8472,Mpumalanga - Health,Other,VAKASHA TRAVEL,Food & Bever,400,2,Other UOM,23/06/2021,"R4,491.00",22/07/2021,R800,800,4491
8473,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,Food & Bever,"4,960.00",2,Other UOM,23/06/2021,"R11,916.00",22/07/2021,"R1,600",1600,11916
8474,Mpumalanga - Health,Other,VAKASHA TRAVEL,Food & Bever,200,3,Other UOM,23/06/2021,"R4,329.00",22/07/2021,R600,600,4329
8475,Mpumalanga - Health,Other,VAKASHA TRAVEL,Travel Agency fee,"1,386.00",1,Each,23/06/2021,"R11,871.00",22/07/2021,"R1,386",1386,11871
8476,Mpumalanga - Health,Other,ZAPG & TOURS TRAVEL,Travel Agency fee,396,1,Each,23/06/2021,"R11,916.00",22/07/2021,R396,396,11916
8478,Western Cape - Health,Other,AKACIA MEDICAL,"CLOTH , DRAW SHEET, SINGLE USE, APPROXIMATELY 900MM X 1500MM",530.84,4,0,23/06/2021,"R2,123.36",27/08/2021,"R2,123",2123,2123.36
8479,Western Cape - Health,Other,NESTEG INVESTMENTS,FORMULA FEEDING,"2,400.00",2,Each,23/06/2021,"R4,800.00",25/06/2021,"R4,800",4800,4800
8483,Health,PPE000 Other PPEs,MCC SECURITY AND PROJECTS,PAYMENT FOR GUARDING SERVICES FOR DR RUTH SEGOMOTSI MOMPATI DISTRICTAT DISTRICT COVID-19 QUARANTINE SITES,0,0,0,23/06/2021,"R510,457.92",16/07/2021,"R127,614",127614,510457.92
8484,Health,PPE000 Other PPEs,JOY FIRE SAFETY AND EMERGENCY MEDICAL SE,PAYMENT FOR TRANSPORTATION OF PATIENTS,0,0,0,23/06/2021,"R209,152.00",7/1/2021,"R209,152",209152,209152
8485,Health,PPE000 Other PPEs,BFM RADIOGRAPHY SERVICES,ULTRASOUND SERVICE RENDERED IN BAFOKENG FOR MAY 2021,0,0,0,23/06/2021,"R37,996.00",20/07/2021,"R37,996",37996,37996
8522,Western Cape - Education,PPE021 Sanitising of buildings,HENDRIK PHILIPPUS EYBERS,0,"1,610.00",1,Each,23/06/2021,R0.00,20/08/2021,"R1,610",1610,0
